phenotype,databaseId,description,cohortId,analysisName,sensitivity95Ci,ppv95Ci,specificity95Ci,npv95Ci,cutPoint,truePositives,trueNegatives,falsePositives,falseNegatives,estimatedPrevalence,f1Score,sensitivity,sensitivityCi95Lb,sensitivityCi95Ub,ppv,ppvCi95Lb,ppvCi95Ub,specificity,specificityCi95Lb,specificityCi95Ub,npv,npvCi95Lb,npvCi95Ub,runDateTime,totalSubjects,rawCases,estimatedCases,rawTar,estimatedTar,rawPrevalence,estimatedPrevalence,rawPrevalenceRate,estimatedPrevalenceRate
alzheimersDiseaseMulti,MDCD_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia,15481,Female75-84YO,0.850 (0.825 - 0.873),0.552 (0.525 - 0.579),0.985 (0.983 - 0.986),0.997 (0.996 - 0.997),Expected Value,745,38458,604,131,2.194,0.67,0.850457,0.825095,0.873433,0.552261,0.525265,0.579029,0.984563,0.983291,0.985762,0.996631,0.996001,0.997185,Feb 06 2024 12:26:59 PM,39938,823,876,330289.3,330163,2.061,2.194,0.249,0.265
alzheimersDiseaseMulti,MDCD_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia - Bynum-EM revision,15482,Female75-84YO,0.851 (0.826 - 0.874),0.551 (0.523 - 0.578),0.985 (0.983 - 0.986),0.997 (0.996 - 0.997),Expected Value,728,37911,592,127,2.172,0.669,0.851288,0.825631,0.874492,0.550758,0.523457,0.577832,0.984599,0.983318,0.985805,0.996661,0.996029,0.997216,Feb 06 2024 12:26:59 PM,39358,805,855,323070.6,322947.2,2.045,2.172,0.249,0.265
alzheimersDiseaseMulti,MDCD_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia Bynum-standard revision,15483,Female75-84YO,0.731 (0.700 - 0.760),0.631 (0.601 - 0.661),0.991 (0.990 - 0.992),0.994 (0.993 - 0.995),Expected Value,652,40549,379,240,2.132,0.677,0.73064,0.700218,0.759527,0.631426,0.601152,0.660947,0.99074,0.989764,0.991645,0.99414,0.993351,0.994858,Feb 06 2024 12:26:59 PM,41820,805,892,345953,345775.6,1.925,2.132,0.233,0.258
alzheimersDiseaseMulti,MDCD_RS,xSpec,11754,Female85PlusYO,0.052 (0.046 - 0.058),0.953 (0.921 - 0.975),1.000 (0.999 - 1.000),0.873 (0.870 - 0.876),Expected Value,265,33198,13,4829,13.3,0.099,0.052022,0.046084,0.05848,0.953237,0.921362,0.974869,0.999609,0.999331,0.999792,0.872985,0.869597,0.876316,Feb 05 2024 8:18:54 PM,38305,2842,5094,237949.1,234868.4,7.419,13.3,1.194,2.169
alzheimersDiseaseMulti,MDCD_RS,Prevalence,5278,Female85PlusYO,0.495 (0.482 - 0.509),0.875 (0.863 - 0.887),0.989 (0.988 - 0.990),0.926 (0.923 - 0.929),Expected Value,2569,32848,365,2615,13.5,0.633,0.495466,0.481764,0.509173,0.875256,0.862754,0.887004,0.98901,0.98783,0.990104,0.926261,0.923492,0.92896,Feb 05 2024 8:18:54 PM,38397,2934,5183,238283.3,235210.5,7.641,13.5,1.231,2.204
alzheimersDiseaseMulti,MDCD_RS,[PhePheb] 30 CCW Alzheimers disease,15478,Female85PlusYO,0.410 (0.394 - 0.426),0.902 (0.887 - 0.916),0.993 (0.992 - 0.994),0.918 (0.915 - 0.922),Expected Value,1533,24834,166,2204,13.006,0.564,0.410222,0.394393,0.426191,0.902295,0.88718,0.916004,0.99336,0.992273,0.994329,0.918448,0.915122,0.921684,Feb 06 2024 12:27:18 PM,28737,2097,3738,224560.3,222221.3,7.297,13.006,0.934,1.682
alzheimersDiseaseMulti,MDCD_RS,[PhePheb] 27 CCW Alzheimers disease,15480,Female85PlusYO,0.487 (0.471 - 0.503),0.868 (0.853 - 0.883),0.989 (0.988 - 0.990),0.928 (0.925 - 0.931),Expected Value,1821,24724,276,1916,13.006,0.624,0.487289,0.471145,0.503453,0.868383,0.85316,0.882569,0.98896,0.987586,0.990218,0.928041,0.924872,0.931116,Feb 06 2024 12:27:18 PM,28737,2097,3738,224560.3,222221.3,7.297,13.006,0.934,1.682
alzheimersDiseaseMulti,MDCD_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia,15481,Female85PlusYO,0.864 (0.837 - 0.887),0.502 (0.474 - 0.529),0.959 (0.956 - 0.962),0.993 (0.992 - 0.994),Expected Value,639,14801,635,101,4.577,0.635,0.863514,0.836652,0.887436,0.50157,0.473745,0.529387,0.95886,0.955606,0.961939,0.993155,0.991697,0.994416,Feb 06 2024 12:27:18 PM,16176,652,740,128854.8,128674.5,4.031,4.577,0.506,0.575
alzheimersDiseaseMulti,MDCD_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia - Bynum-EM revision,15482,Female85PlusYO,0.864 (0.837 - 0.888),0.500 (0.472 - 0.528),0.959 (0.955 - 0.962),0.993 (0.992 - 0.995),Expected Value,624,14465,622,98,4.564,0.633,0.864078,0.836877,0.888255,0.5,0.471864,0.528136,0.958772,0.955477,0.961889,0.993271,0.991805,0.994533,Feb 06 2024 12:27:18 PM,15809,635,722,124292.3,124115.5,4.017,4.564,0.511,0.581
alzheimersDiseaseMulti,MDCD_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia Bynum-standard revision,15483,Female85PlusYO,0.740 (0.707 - 0.771),0.566 (0.534 - 0.597),0.974 (0.972 - 0.977),0.988 (0.986 - 0.990),Expected Value,564,16319,433,198,4.355,0.641,0.740157,0.707472,0.770972,0.565697,0.534272,0.596733,0.974151,0.971634,0.976501,0.987952,0.986169,0.98956,Feb 06 2024 12:27:18 PM,17514,635,763,138807.8,138577.6,3.626,4.355,0.457,0.55
alzheimersDiseaseMulti,MDCR_RS,xSpec,11754,All,0.105 (0.102 - 0.109),0.981 (0.975 - 0.985),1.000 (1.000 - 1.000),0.985 (0.984 - 0.985),Expected Value,3199,1738120,63,27258,1.722,0.19,0.105037,0.101615,0.108534,0.980687,0.975357,0.985128,0.999964,0.999954,0.999972,0.98456,0.984377,0.984741,Feb 05 2024 8:21:58 PM,1768640,23193,30457,6261885.4,6253796,1.311,1.722,0.37,0.487
alzheimersDiseaseMulti,MDCR_RS,Prevalence,5278,All,0.719 (0.714 - 0.724),0.931 (0.927 - 0.934),0.999 (0.999 - 0.999),0.995 (0.995 - 0.995),Expected Value,22887,1736493,1708,8954,1.799,0.811,0.71879,0.713817,0.723724,0.930555,0.927306,0.933701,0.999017,0.99897,0.999063,0.99487,0.994762,0.994975,Feb 05 2024 8:21:58 PM,1770042,24595,31842,6266382.9,6258331.7,1.39,1.799,0.392,0.509
alzheimersDiseaseMulti,MDCR_RS,[PhePheb] 30 CCW Alzheimers disease,15478,All,0.541 (0.533 - 0.548),0.953 (0.948 - 0.957),0.999 (0.999 - 1.000),0.991 (0.991 - 0.991),Expected Value,9717,925676,483,8257,1.904,0.69,0.540614,0.533295,0.54792,0.952647,0.948345,0.956688,0.999478,0.99943,0.999524,0.991158,0.990966,0.991347,Feb 06 2024 12:29:40 PM,944133,13947,17975,5230645.2,5225763.2,1.477,1.904,0.267,0.344
alzheimersDiseaseMulti,MDCR_RS,[PhePheb] 27 CCW Alzheimers disease,15480,All,0.714 (0.707 - 0.721),0.920 (0.916 - 0.925),0.999 (0.999 - 0.999),0.994 (0.994 - 0.995),Expected Value,12834,925046,1113,5140,1.904,0.804,0.714031,0.707363,0.72063,0.920198,0.915576,0.924643,0.998798,0.998726,0.998868,0.994473,0.99432,0.994623,Feb 06 2024 12:29:40 PM,944133,13947,17975,5230645.2,5225763.2,1.477,1.904,0.267,0.344
alzheimersDiseaseMulti,MDCR_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia,15481,All,0.829 (0.819 - 0.838),0.669 (0.658 - 0.679),0.997 (0.997 - 0.997),0.999 (0.999 - 0.999),Expected Value,5451,863795,2699,1128,0.753,0.74,0.828519,0.819189,0.837557,0.668712,0.658373,0.67893,0.996885,0.996766,0.997001,0.998696,0.998618,0.998771,Feb 06 2024 12:29:40 PM,873073,5842,6578,4709132.7,4708215.5,0.669,0.753,0.124,0.14
alzheimersDiseaseMulti,MDCR_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia - Bynum-EM revision,15482,All,0.828 (0.818 - 0.837),0.669 (0.658 - 0.679),0.997 (0.997 - 0.997),0.999 (0.999 - 0.999),Expected Value,5320,858454,2633,1106,0.741,0.74,0.82786,0.818403,0.837018,0.668804,0.658337,0.679147,0.996942,0.996823,0.997058,0.998713,0.998635,0.998788,Feb 06 2024 12:29:40 PM,867513,5706,6426,4649779.9,4648878.4,0.658,0.741,0.123,0.138
alzheimersDiseaseMulti,MDCR_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia Bynum-standard revision,15483,All,0.652 (0.640 - 0.664),0.721 (0.709 - 0.732),0.998 (0.998 - 0.998),0.997 (0.997 - 0.997),Expected Value,4347,877583,1684,2319,0.752,0.685,0.652063,0.640488,0.663505,0.72061,0.709098,0.731908,0.998085,0.997991,0.998175,0.997364,0.997255,0.997471,Feb 06 2024 12:29:40 PM,885933,5706,6666,4793461.4,4792312,0.644,0.752,0.119,0.139
alzheimersDiseaseMulti,MDCR_RS,xSpec,11754,Male35-54YO,0.000 (0.000 - 0.708),0.000 (0.000 - 0.975),0.999 (0.997 - 1.000),0.997 (0.994 - 0.999),Expected Value,0,1590,1,4,0.235,0,0,0,0.707598,0,0,0.975,0.999371,0.996503,0.999984,0.997491,0.993587,0.999316,Feb 05 2024 8:56:43 PM,1594,1,4,5646.2,5643.3,0.063,0.235,0.018,0.066
alzheimersDiseaseMulti,MDCR_RS,Prevalence,5278,Male35-54YO,0.000 (0.000 - 0.708),0.000 (0.000 - 0.975),1.000 (0.998 - 1.000),0.998 (0.995 - 1.000),Expected Value,1,1590,0,3,0.235,0,0,0,0.707598,0,0,0.975,1,0.997683,1,0.998117,0.994506,0.999611,Feb 05 2024 8:56:43 PM,1594,1,4,5646.2,5643.3,0.063,0.235,0.018,0.066
alzheimersDiseaseMulti,MDCR_RS,[PhePheb] 30 CCW Alzheimers disease,15478,Male35-54YO,0.000 (0.000 - 0.842),0.000 (0.000 - 0.975),1.000 (0.996 - 1.000),0.998 (0.991 - 1.000),Expected Value,1,828,0,2,0.32,0,0,0,0.841886,0,0,0.975,1,0.995555,1,0.99759,0.991323,0.999708,Feb 06 2024 12:34:23 PM,831,1,3,4758.9,4757.3,0.12,0.32,0.021,0.056
alzheimersDiseaseMulti,MDCR_RS,[PhePheb] 27 CCW Alzheimers disease,15480,Male35-54YO,0.000 (0.000 - 0.842),0.000 (0.000 - 0.975),1.000 (0.996 - 1.000),0.998 (0.991 - 1.000),Expected Value,1,828,0,2,0.32,0,0,0,0.841886,0,0,0.975,1,0.995555,1,0.99759,0.991323,0.999708,Feb 06 2024 12:34:23 PM,831,1,3,4758.9,4757.3,0.12,0.32,0.021,0.056
alzheimersDiseaseMulti,MDCR_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia,15481,Male35-54YO,0.000 (0.000 - 0.975),0.000 (0.000 - 0.975),0.999 (0.993 - 1.000),0.999 (0.993 - 1.000),Expected Value,0,799,1,1,0.124,0,0,0,0.975,0,0,0.975,0.99875,0.993055,0.999968,0.99875,0.993055,0.999968,Feb 06 2024 12:34:23 PM,800,0,1,4575.3,4573.8,0,0.124,0,0.022
alzheimersDiseaseMulti,MDCR_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia - Bynum-EM revision,15482,Male35-54YO,0.000 (0.000 - 0.975),0.000 (0.000 - 0.975),0.999 (0.993 - 1.000),0.999 (0.993 - 1.000),Expected Value,0,799,1,1,0.124,0,0,0,0.975,0,0,0.975,0.99875,0.993055,0.999968,0.99875,0.993055,0.999968,Feb 06 2024 12:34:23 PM,800,0,1,4575.3,4573.8,0,0.124,0,0.022
alzheimersDiseaseMulti,MDCR_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia Bynum-standard revision,15483,Male35-54YO,0.000 (0.000 - 0.975),0.000 (0.000 - 0.975),0.999 (0.993 - 1.000),0.999 (0.993 - 1.000),Expected Value,0,810,1,1,0.122,0,0,0,0.975,0,0,0.975,0.998767,0.993149,0.999969,0.998767,0.993149,0.999969,Feb 06 2024 12:34:23 PM,811,0,1,4640.7,4639.2,0,0.122,0,0.021
alzheimersDiseaseMulti,MDCR_RS,xSpec,11754,Male55-64YO,0.000 (0.000 - 0.062),0.000 (0.000 - 0.975),1.000 (1.000 - 1.000),0.994 (0.992 - 0.995),Expected Value,1,9712,0,57,0.595,0,0,0,0.061621,0,0,0.975,1,0.99962,1,0.994063,0.992332,0.995489,Feb 05 2024 8:59:45 PM,9770,39,58,33457.1,33438,0.399,0.595,0.117,0.174
alzheimersDiseaseMulti,MDCR_RS,Prevalence,5278,Male55-64YO,0.586 (0.449 - 0.714),0.872 (0.726 - 0.957),1.000 (0.999 - 1.000),0.998 (0.996 - 0.998),Expected Value,35,9707,4,24,0.595,0.701,0.586207,0.449266,0.714037,0.871795,0.725701,0.957032,0.999588,0.998946,0.999888,0.997534,0.996332,0.998419,Feb 05 2024 8:59:45 PM,9770,39,58,33457.1,33438,0.399,0.595,0.117,0.174
alzheimersDiseaseMulti,MDCR_RS,[PhePheb] 30 CCW Alzheimers disease,15478,Male55-64YO,0.364 (0.172 - 0.593),0.800 (0.444 - 0.975),1.000 (0.999 - 1.000),0.997 (0.995 - 0.998),Expected Value,8,5198,2,14,0.429,0.5,0.363636,0.171979,0.593423,0.8,0.443905,0.974789,0.999615,0.998611,0.999953,0.997122,0.995258,0.998388,Feb 06 2024 12:34:43 PM,5222,15,22,27580.4,27573.6,0.287,0.429,0.054,0.081
alzheimersDiseaseMulti,MDCR_RS,[PhePheb] 27 CCW Alzheimers disease,15480,Male55-64YO,0.500 (0.282 - 0.718),0.733 (0.449 - 0.922),0.999 (0.998 - 1.000),0.998 (0.996 - 0.999),Expected Value,12,5196,3,11,0.429,0.595,0.5,0.282211,0.717789,0.733333,0.448997,0.922128,0.999423,0.998315,0.999881,0.997887,0.996223,0.998945,Feb 06 2024 12:34:43 PM,5222,15,22,27580.4,27573.6,0.287,0.429,0.054,0.081
alzheimersDiseaseMulti,MDCR_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia,15481,Male55-64YO,0.500 (0.187 - 0.813),0.500 (0.187 - 0.813),0.999 (0.998 - 1.000),0.999 (0.998 - 1.000),Expected Value,6,4971,4,4,0.206,0.5,0.5,0.187086,0.812914,0.5,0.187086,0.812914,0.999196,0.997942,0.999781,0.998995,0.997656,0.999674,Feb 06 2024 12:34:43 PM,4985,8,10,26202,26200.9,0.16,0.206,0.031,0.039
alzheimersDiseaseMulti,MDCR_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia - Bynum-EM revision,15482,Male55-64YO,0.500 (0.187 - 0.813),0.500 (0.187 - 0.813),0.999 (0.998 - 1.000),0.999 (0.998 - 1.000),Expected Value,6,4959,4,4,0.207,0.5,0.5,0.187086,0.812914,0.5,0.187086,0.812914,0.999194,0.997937,0.99978,0.998993,0.997651,0.999673,Feb 06 2024 12:34:43 PM,4973,8,10,26115.5,26114.3,0.161,0.207,0.031,0.039
alzheimersDiseaseMulti,MDCR_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia Bynum-standard revision,15483,Male55-64YO,0.364 (0.109 - 0.692),0.571 (0.184 - 0.901),0.999 (0.998 - 1.000),0.998 (0.997 - 0.999),Expected Value,4,5036,3,7,0.224,0.444,0.363636,0.109263,0.692095,0.571429,0.184052,0.901012,0.999405,0.998261,0.999877,0.998414,0.996877,0.999315,Feb 06 2024 12:34:43 PM,5050,8,11,26576.9,26574,0.158,0.224,0.03,0.043
alzheimersDiseaseMulti,MDCR_RS,xSpec,11754,Male65-74YO,0.096 (0.085 - 0.109),0.974 (0.945 - 0.991),1.000 (1.000 - 1.000),0.996 (0.996 - 0.996),Expected Value,228,497935,6,2140,0.473,0.175,0.096324,0.084733,0.108926,0.974359,0.945029,0.990533,0.999988,0.999974,0.999996,0.995721,0.995536,0.9959,Feb 05 2024 9:04:08 PM,500309,1667,2368,1421245.4,1420403.6,0.333,0.473,0.117,0.167
alzheimersDiseaseMulti,MDCR_RS,Prevalence,5278,Male65-74YO,0.658 (0.639 - 0.676),0.915 (0.901 - 0.927),1.000 (1.000 - 1.000),0.998 (0.998 - 0.998),Expected Value,1632,497793,151,849,0.496,0.765,0.657661,0.638607,0.676342,0.91475,0.900815,0.927302,0.999697,0.999644,0.999743,0.998297,0.998179,0.99841,Feb 05 2024 9:04:08 PM,500425,1783,2481,1421469.3,1420635.2,0.356,0.496,0.125,0.175
alzheimersDiseaseMulti,MDCR_RS,[PhePheb] 30 CCW Alzheimers disease,15478,Male65-74YO,0.486 (0.459 - 0.513),0.954 (0.936 - 0.969),1.000 (1.000 - 1.000),0.997 (0.997 - 0.997),Expected Value,647,243189,31,685,0.545,0.644,0.485736,0.458577,0.512958,0.954277,0.935725,0.968725,0.999873,0.999819,0.999913,0.997191,0.996973,0.997397,Feb 06 2024 12:35:03 PM,244552,975,1332,1099381.1,1098923.1,0.399,0.545,0.089,0.121
alzheimersDiseaseMulti,MDCR_RS,[PhePheb] 27 CCW Alzheimers disease,15480,Male65-74YO,0.661 (0.635 - 0.686),0.903 (0.882 - 0.920),1.000 (1.000 - 1.000),0.998 (0.998 - 0.998),Expected Value,880,243125,95,452,0.545,0.763,0.660661,0.634525,0.686085,0.902564,0.882203,0.920453,0.999609,0.999523,0.999684,0.998144,0.997965,0.998311,Feb 06 2024 12:35:03 PM,244552,975,1332,1099381.1,1098923.1,0.399,0.545,0.089,0.121
alzheimersDiseaseMulti,MDCR_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia,15481,Male65-74YO,0.696 (0.658 - 0.733),0.618 (0.580 - 0.655),0.999 (0.999 - 0.999),0.999 (0.999 - 0.999),Expected Value,417,236515,258,182,0.252,0.655,0.69616,0.657592,0.732781,0.617778,0.579928,0.654593,0.998915,0.998774,0.999043,0.999235,0.999115,0.999343,Feb 06 2024 12:35:03 PM,237372,464,599,1060430.7,1060255.1,0.195,0.252,0.044,0.057
alzheimersDiseaseMulti,MDCR_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia - Bynum-EM revision,15482,Male65-74YO,0.695 (0.657 - 0.732),0.617 (0.579 - 0.654),0.999 (0.999 - 0.999),0.999 (0.999 - 0.999),Expected Value,413,236087,256,181,0.251,0.654,0.695286,0.656524,0.732094,0.617339,0.579309,0.654329,0.998921,0.99878,0.999049,0.999238,0.999118,0.999345,Feb 06 2024 12:35:03 PM,236937,460,594,1057063.3,1056888.8,0.194,0.251,0.044,0.056
alzheimersDiseaseMulti,MDCR_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia Bynum-standard revision,15483,Male65-74YO,0.542 (0.501 - 0.582),0.690 (0.646 - 0.731),0.999 (0.999 - 0.999),0.999 (0.999 - 0.999),Expected Value,331,238401,149,281,0.256,0.607,0.541735,0.501288,0.581776,0.689583,0.646076,0.730736,0.999375,0.999267,0.999472,0.998827,0.998681,0.99896,Feb 06 2024 12:35:03 PM,239162,460,612,1069770.3,1069577.2,0.192,0.256,0.043,0.057
alzheimersDiseaseMulti,MDCR_RS,xSpec,11754,Male75-84YO,0.112 (0.103 - 0.122),0.978 (0.962 - 0.989),1.000 (1.000 - 1.000),0.978 (0.977 - 0.978),Expected Value,501,173726,10,3958,2.502,0.201,0.112158,0.103039,0.121788,0.978474,0.96181,0.989206,0.999942,0.999894,0.999972,0.97773,0.977033,0.978411,Feb 05 2024 9:10:38 PM,178195,3576,4458,894076.9,893097.8,2.007,2.502,0.4,0.499
alzheimersDiseaseMulti,MDCR_RS,Prevalence,5278,Male75-84YO,0.755 (0.742 - 0.767),0.928 (0.920 - 0.936),0.998 (0.998 - 0.999),0.993 (0.993 - 0.994),Expected Value,3554,173464,274,1155,2.639,0.833,0.754885,0.742336,0.767118,0.928422,0.919794,0.93639,0.998423,0.998225,0.998604,0.993391,0.993,0.993766,Feb 05 2024 9:10:38 PM,178447,3828,4709,895035.2,894060,2.145,2.639,0.428,0.527
alzheimersDiseaseMulti,MDCR_RS,[PhePheb] 30 CCW Alzheimers disease,15478,Male75-84YO,0.577 (0.559 - 0.596),0.954 (0.943 - 0.963),0.999 (0.999 - 0.999),0.989 (0.989 - 0.990),Expected Value,1657,113063,79,1212,2.473,0.719,0.577406,0.559082,0.595572,0.953917,0.942971,0.963293,0.999302,0.99913,0.999447,0.989394,0.988783,0.98998,Feb 06 2024 12:35:28 PM,116011,2336,2868,822579.4,821933.3,2.014,2.473,0.284,0.349
alzheimersDiseaseMulti,MDCR_RS,[PhePheb] 27 CCW Alzheimers disease,15480,Male75-84YO,0.751 (0.735 - 0.767),0.922 (0.910 - 0.933),0.998 (0.998 - 0.999),0.994 (0.993 - 0.994),Expected Value,2154,112961,182,714,2.473,0.828,0.751046,0.734795,0.766783,0.922089,0.910468,0.932638,0.998391,0.99814,0.998616,0.99371,0.993233,0.994161,Feb 06 2024 12:35:28 PM,116011,2336,2868,822579.4,821933.3,2.014,2.473,0.284,0.349
alzheimersDiseaseMulti,MDCR_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia,15481,Male75-84YO,0.862 (0.839 - 0.882),0.694 (0.668 - 0.719),0.996 (0.996 - 0.997),0.999 (0.998 - 0.999),Expected Value,904,102823,398,144,1.005,0.769,0.861641,0.839244,0.881984,0.693548,0.667706,0.718514,0.996144,0.995747,0.996513,0.998592,0.998343,0.998812,Feb 06 2024 12:35:28 PM,104269,972,1048,731831.5,731735.3,0.932,1.005,0.133,0.143
alzheimersDiseaseMulti,MDCR_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia - Bynum-EM revision,15482,Male75-84YO,0.863 (0.840 - 0.883),0.692 (0.666 - 0.718),0.996 (0.996 - 0.997),0.999 (0.998 - 0.999),Expected Value,880,101675,391,141,0.99,0.768,0.862745,0.840089,0.883283,0.692368,0.666179,0.717665,0.996169,0.995771,0.996539,0.998615,0.998367,0.998834,Feb 06 2024 12:35:28 PM,103087,947,1021,719501.9,719406.8,0.919,0.99,0.132,0.142
alzheimersDiseaseMulti,MDCR_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia Bynum-standard revision,15483,Male75-84YO,0.689 (0.661 - 0.717),0.749 (0.720 - 0.776),0.998 (0.997 - 0.998),0.997 (0.997 - 0.997),Expected Value,728,105080,244,328,0.993,0.718,0.689394,0.660511,0.717217,0.748971,0.720469,0.775957,0.997693,0.997384,0.997974,0.996888,0.996533,0.997216,Feb 06 2024 12:35:28 PM,106380,947,1056,747230.6,747098.8,0.89,0.993,0.127,0.141
alzheimersDiseaseMulti,MDCR_RS,xSpec,11754,Male85PlusYO,0.086 (0.078 - 0.096),0.980 (0.959 - 0.992),1.000 (1.000 - 1.000),0.943 (0.941 - 0.945),Expected Value,338,58858,7,3576,6.234,0.159,0.086379,0.07776,0.09562,0.97971,0.958644,0.991804,0.999881,0.999755,0.999952,0.942739,0.940887,0.944549,Feb 05 2024 9:17:46 PM,62779,3067,3914,385146.6,384239.3,4.885,6.234,0.796,1.019
alzheimersDiseaseMulti,MDCR_RS,Prevalence,5278,Male85PlusYO,0.728 (0.714 - 0.742),0.920 (0.910 - 0.929),0.996 (0.995 - 0.996),0.982 (0.980 - 0.983),Expected Value,2946,58611,256,1101,6.433,0.813,0.727947,0.713951,0.741612,0.92005,0.910111,0.929213,0.995668,0.995104,0.996183,0.981578,0.980467,0.982641,Feb 05 2024 9:17:46 PM,62914,3202,4047,385815.4,384912.9,5.089,6.433,0.83,1.051
alzheimersDiseaseMulti,MDCR_RS,[PhePheb] 30 CCW Alzheimers disease,15478,Male85PlusYO,0.552 (0.532 - 0.571),0.944 (0.931 - 0.955),0.998 (0.997 - 0.998),0.972 (0.970 - 0.973),Expected Value,1444,40484,85,1172,6.058,0.696,0.551606,0.532308,0.570788,0.943754,0.931,0.954768,0.997905,0.99741,0.998326,0.971864,0.970231,0.973431,Feb 06 2024 12:35:51 PM,43185,2057,2616,363620.7,362976.7,4.763,6.058,0.566,0.721
alzheimersDiseaseMulti,MDCR_RS,[PhePheb] 27 CCW Alzheimers disease,15480,Male85PlusYO,0.717 (0.699 - 0.734),0.912 (0.899 - 0.924),0.996 (0.995 - 0.996),0.982 (0.981 - 0.983),Expected Value,1877,40389,180,739,6.058,0.803,0.717125,0.699439,0.734325,0.912008,0.898928,0.923899,0.995563,0.994867,0.996186,0.982031,0.980701,0.983293,Feb 06 2024 12:35:51 PM,43185,2057,2616,363620.7,362976.7,4.763,6.058,0.566,0.721
alzheimersDiseaseMulti,MDCR_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia,15481,Male85PlusYO,0.872 (0.847 - 0.894),0.595 (0.567 - 0.623),0.985 (0.983 - 0.986),0.997 (0.996 - 0.997),Expected Value,714,31097,486,105,2.53,0.707,0.871795,0.846944,0.893931,0.595,0.566604,0.622929,0.984611,0.983193,0.98594,0.996603,0.995893,0.997218,Feb 06 2024 12:35:51 PM,32402,762,820,269078.4,269013.6,2.352,2.53,0.283,0.305
alzheimersDiseaseMulti,MDCR_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia - Bynum-EM revision,15482,Male85PlusYO,0.874 (0.848 - 0.896),0.595 (0.566 - 0.623),0.985 (0.983 - 0.986),0.997 (0.996 - 0.997),Expected Value,684,30226,466,99,2.491,0.708,0.873563,0.848233,0.896038,0.594783,0.565761,0.623318,0.984816,0.983385,0.986155,0.996702,0.995991,0.997316,Feb 06 2024 12:35:51 PM,31475,728,784,257593,257529.2,2.313,2.491,0.283,0.304
alzheimersDiseaseMulti,MDCR_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia Bynum-standard revision,15483,Male85PlusYO,0.690 (0.657 - 0.722),0.635 (0.603 - 0.667),0.990 (0.989 - 0.991),0.992 (0.991 - 0.993),Expected Value,564,32618,324,254,2.422,0.662,0.69033,0.657369,0.721912,0.635135,0.602503,0.666867,0.990165,0.989039,0.991202,0.992273,0.991266,0.993191,Feb 06 2024 12:35:51 PM,33760,728,818,279602.6,279505.3,2.156,2.422,0.26,0.293
alzheimersDiseaseMulti,MDCR_RS,xSpec,11754,Female35-54YO,0.000 (0.000 - 0.602),0.000 (0.000 - 0.975),0.999 (0.995 - 1.000),0.996 (0.990 - 0.999),Expected Value,0,1161,1,5,0.387,0,0,0,0.602365,0,0,0.975,0.999139,0.995215,0.999978,0.995712,0.990021,0.998606,Feb 05 2024 9:27:09 PM,1166,2,5,3433.5,3428.9,0.172,0.387,0.058,0.132
alzheimersDiseaseMulti,MDCR_RS,Prevalence,5278,Female35-54YO,0.500 (0.068 - 0.932),0.667 (0.094 - 0.992),0.999 (0.995 - 1.000),0.997 (0.992 - 0.999),Expected Value,2,1161,1,3,0.387,0.571,0.5,0.067586,0.932414,0.666667,0.094299,0.991596,0.999139,0.995215,0.999978,0.997423,0.992487,0.999468,Feb 05 2024 9:27:09 PM,1166,2,5,3433.5,3428.9,0.172,0.387,0.058,0.132
alzheimersDiseaseMulti,MDCR_RS,[PhePheb] 30 CCW Alzheimers disease,15478,Female35-54YO,0.000 (0.000 - 0.975),0.000 (0.000 - 0.975),0.998 (0.989 - 1.000),0.996 (0.986 - 1.000),Expected Value,0,508,1,2,0.319,0,0,0,0.975,0,0,0.975,0.998035,0.989103,0.99995,0.996078,0.985906,0.999525,Feb 06 2024 12:39:22 PM,510,0,2,2586,2583.1,0,0.319,0,0.063
